expenditure ID,TIF DISTRICT,AREA,DISTRICT EXPIRATION,PROJECT / EXPENDITURE,YEAR,STATUS,AMOUNT,BALANCE,REF
1223,Lawrence/Broadway,North Side,2025-12-31,"ADA ramps: Lawrence, Magnolia to Broadway ",2009,Appropriated,-21700,4376499,T-109
1224,Lawrence/Broadway,North Side,2025-12-31,ADA ramps: Racine/Leland ,2009,Appropriated,-54000,4322499,T-109
1225,Lawrence/Broadway,North Side,2025-12-31,"ADA ramps: Broadway, Ainslie to Leland ",2009,Appropriated,-62000,4260499,T-109
1226,Lawrence/Broadway,North Side,2025-12-31,Gunnison Lofts Note Payment 2009 ,2009,Appropriated,-95118,4165381,T-109
1227,Lawrence/Broadway,North Side,2025-12-31,"SBIF (1M auth., 750K remaining) ",2009,Appropriated,-250000,3915381,T-109
1228,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatt's LLC Project Note Payment 2009 ,2009,Appropriated,-304452,3610929,T-109
1229,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatts LLC Area Wide Note Payment 2009 ,2009,Appropriated,-564469,3046460,T-109
1230,Lawrence/Broadway,North Side,2025-12-31,Port to Hollywood/Sheridan for Hollywood House cash payment ,2009,Appropriated,-1000000,2046460,T-109
1231,Lawrence/Broadway,North Side,2025-12-31,Port from Edgewater for SBIF ,2009,Committed,250000,2296460,T-109
1232,Lawrence/Broadway,North Side,2025-12-31,Professional Services - Environmental review ,2009,Committed,-50000,2246460,T-109
1233,Lawrence/Broadway,North Side,2025-12-31,Leland Hotel 2009 payment ,2009,Committed,-50000,2196460,T-109
1234,Lawrence/Broadway,North Side,2025-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,2703391,4899852,T-109
1235,Lawrence/Broadway,North Side,2025-12-31,Leland Hotel 2010 Payment ,2010,Committed,-50000,4849852,T-109
1236,Lawrence/Broadway,North Side,2025-12-31,Administrative Costs ,2010,Committed,-51500,4798352,T-109
1237,Lawrence/Broadway,North Side,2025-12-31,Gunnison Lofts Note Payment 2010 ,2010,Committed,-95118,4703234,T-109
1238,Lawrence/Broadway,North Side,2025-12-31,Uptown Broadway Building ,2010,Committed,-150000,4553234,T-109
1239,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatts LLC Project Note Payment 2010 ,2010,Committed,-304452,4248782,T-109
1240,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatts LLC Area Wide Note Payment 2010 ,2010,Committed,-564469,3684313,T-109
1241,Lawrence/Broadway,North Side,2025-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,2703391,6387704,T-109
1242,Lawrence/Broadway,North Side,2025-12-31,Leland Hotel 2011 payment ,2011,Committed,-50000,6337704,T-109
1243,Lawrence/Broadway,North Side,2025-12-31,Administrative Costs ,2011,Committed,-51500,6286204,T-109
1244,Lawrence/Broadway,North Side,2025-12-31,Gunnison Lofts Note Payment 2011 ,2011,Committed,-95118,6191086,T-109
1245,Lawrence/Broadway,North Side,2025-12-31,Uptown Broadway Building ,2011,Committed,-150000,6041086,T-109
1246,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatt's LLC Project Note Payment 2011 ,2011,Committed,-304452,5736634,T-109
1247,Lawrence/Broadway,North Side,2025-12-31,Uptown Goldblatts LLC Area Wide Note Payment 2011 ,2011,Committed,-564469,5172165,T-109
1248,Lawrence/Kedzie,Northwest Side,2024-12-31,FY Beginning Cash Balance ,2009,Appropriated,9483338,9483338,T- 88
1249,Lawrence/Kedzie,Northwest Side,2024-12-31,Fencing for Ronan Park expansion ,2009,Appropriated,-18000,9465338,T- 88
1250,Lawrence/Kedzie,Northwest Side,2024-12-31,Professional Services  -- TIF amendment ,2009,Appropriated,-200000,9265338,T- 88
1251,Lawrence/Kedzie,Northwest Side,2024-12-31,ADA ramps @ Kedzie and Ainslie ,2009,Committed,-25000,9240338,T- 88
1252,Lawrence/Kedzie,Northwest Side,2024-12-31,NIF Note Debt Service 2009 ,2009,Committed,-160625,9079713,T- 88
1253,Lawrence/Kedzie,Northwest Side,2024-12-31,Kiwanis Park- artifical turf ,2009,Committed,-475000,8604713,T- 88
1254,Lawrence/Kedzie,Northwest Side,2024-12-31,"Lighting- Foster & Lawrence, btwn Kedzie & the river. ",2009,Committed,-500000,8104713,T- 88
1255,Lawrence/Kedzie,Northwest Side,2024-12-31,NIF ,2009,Committed,-1000000,7104713,T- 88
1256,Lawrence/Kedzie,Northwest Side,2024-12-31,Ronan Park expansion - replacement of state grant amt. ,2009,Committed,-1060000,6044713,T- 88
1257,Lawrence/Kedzie,Northwest Side,2024-12-31,Ronan Park expansion ,2009,Committed,-4850000,1194713,T- 88
1258,Lawrence/Kedzie,Northwest Side,2024-12-31,Neighborhood Identifier Study ,2009,Pending,-30000,1164713,T- 88
1259,Lawrence/Kedzie,Northwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,6425000,7589713,T- 88
1260,Lawrence/Kedzie,Northwest Side,2024-12-31,Bus pad @ Kimbal / Bryn Mawr ,2010,Committed,-18000,7571713,T- 88
1261,Lawrence/Kedzie,Northwest Side,2024-12-31,"Street Resurfacing: Spaulding, Lawrence to Ainsle ",2010,Committed,-33230,7538483,T- 88
1262,Lawrence/Kedzie,Northwest Side,2024-12-31,"WPA street: Winona, Albany to Troy  -- design ",2010,Committed,-45000,7493483,T- 88
1263,Lawrence/Kedzie,Northwest Side,2024-12-31,Administrative Costs ,2010,Committed,-114000,7379483,T- 88
1264,Lawrence/Kedzie,Northwest Side,2024-12-31,NIF Note Debt Service 2010 ,2010,Committed,-148750,7230733,T- 88
1265,Lawrence/Kedzie,Northwest Side,2024-12-31,"Green Alley: Argyle, Ainslie, River, Whipple ",2010,Committed,-206000,7024733,T- 88
1266,Lawrence/Kedzie,Northwest Side,2024-12-31,"Streetscape- Foster, Albany to Kimball  -- construction - match to Federal Funds ",2010,Committed,-400000,6624733,T- 88
1267,Lawrence/Kedzie,Northwest Side,2024-12-31,"WPA street: Winona, Albany to Troy  -- const. ",2010,Committed,-640000,5984733,T- 88
1268,Lawrence/Kedzie,Northwest Side,2024-12-31,GO Bond Debt Service 2010 - Albany Park Academy & Peterson ,2010,Committed,-2485420,3499313,T- 88
1269,Lawrence/Kedzie,Northwest Side,2024-12-31,"Sidewalks: Argyle, Kedzie to 1st alley ",2010,On Hold,-15982,3483331,T- 88
1270,Lawrence/Kedzie,Northwest Side,2024-12-31,"Sidewalks: Leland, Central Park to 1st alley ",2010,On Hold,-17428,3465903,T- 88
1271,Lawrence/Kedzie,Northwest Side,2024-12-31,"Sidewalks: Leland, St. Louis to 1st alley ",2010,On Hold,-21147,3444756,T- 88
1272,Lawrence/Kedzie,Northwest Side,2024-12-31,"Sidewalks: Sawyer, Leland to Lawrence ",2010,On Hold,-47482,3397274,T- 88
1273,Lawrence/Kedzie,Northwest Side,2024-12-31,"Street Resurfacing: Leland, Hamlin to Lawndale ",2010,On Hold,-67754,3329520,T- 88
1274,Lawrence/Kedzie,Northwest Side,2024-12-31,"Street Resurfacing: Ainsle, Kedzie to Kimball ",2010,On Hold,-96226,3233294,T- 88
1275,Lawrence/Kedzie,Northwest Side,2024-12-31,"Curb & Gutter: Leland, St. Louis to Kimball ",2010,On Hold,-220111,3013183,T- 88
1276,Lawrence/Kedzie,Northwest Side,2024-12-31,Lighting: Hamlin / Lawrence / Kimball / Wilson ,2010,On Hold,-1105000,1908183,T- 88
1277,Lawrence/Kedzie,Northwest Side,2024-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,6425000,8333183,T- 88
1278,Lawrence/Kedzie,Northwest Side,2024-12-31,Administrative Costs ,2011,Committed,-114000,8219183,T- 88
1279,Lawrence/Kedzie,Northwest Side,2024-12-31,NIF Note Debt Service 2011 ,2011,Committed,-136875,8082308,T- 88
1280,Lawrence/Kedzie,Northwest Side,2024-12-31,GO Bond Debt Service 2011 - Albany Park Academy & Peterson ,2011,Committed,-3236925,4845383,T- 88
1281,Lawrence/Pulaski,Northwest Side,2026-12-31,FY Beginning Cash Balance ,2009,Appropriated,3680718,3680718,T-116
1282,Lawrence/Pulaski,Northwest Side,2026-12-31,Pre-acquisition account  -- add'l ,2009,Appropriated,-30000,3650718,T-116
1283,Lawrence/Pulaski,Northwest Side,2026-12-31,Diagonal Parking: Keystone Ave - Elton to first alley south ,2009,Appropriated,-44000,3606718,T-116
1284,Lawrence/Pulaski,Northwest Side,2026-12-31,"Street resurfacing: Keystone, Lawrence to Ainslie ",2009,Appropriated,-44530,3562188,T-116
1285,Lawrence/Pulaski,Northwest Side,2026-12-31,"Sidewalks and tree grates on Wilson, Pulaski to first alley  -- east ",2009,Appropriated,-81232,3480956,T-116
1286,Lawrence/Pulaski,Northwest Side,2026-12-31,Traffic signal @ Pulaski & Leland ,2009,Appropriated,-325000,3155956,T-116
1287,Lawrence/Pulaski,Northwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1049956,4205912,T-116
1288,Lawrence/Pulaski,Northwest Side,2026-12-31,Administrative Costs ,2010,Committed,-19980,4185932,T-116
1289,Lawrence/Pulaski,Northwest Side,2026-12-31,Rehab of Old Police Station ,2010,Pending,-500000,3685932,T-116
1290,Lawrence/Pulaski,Northwest Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1049956,4735888,T-116
1291,Lawrence/Pulaski,Northwest Side,2026-12-31,Administrative Costs ,2011,Committed,-19980,4715908,T-116
1292,Lincoln/Belmont/Ashland,North Side,2017-11-02,FY Beginning Cash Balance ,2009,Appropriated,87186,87186,T- 28
1293,Lincoln/Belmont/Ashland,North Side,2017-11-02,Comptroller's Account  -- debt ,2009,Appropriated,-4775,82411,T- 28
1294,Lincoln/Belmont/Ashland,North Side,2017-11-02,Left Turn Arrow @ Linclon Belmont Ashland Intersection ,2009,Appropriated,-70000,12411,T- 28
1295,Lincoln/Belmont/Ashland,North Side,2017-11-02,Estimated Incremental Property Tax Revenue ,2010,Committed,808746,821157,T- 28
1296,Lincoln/Belmont/Ashland,North Side,2017-11-02,Administrative Costs ,2010,Committed,-20520,800637,T- 28
1297,Lincoln/Belmont/Ashland,North Side,2017-11-02,Bond Debt Service  -- 1998B 2010 ,2010,Committed,-161150,639487,T- 28
1298,Lincoln/Belmont/Ashland,North Side,2017-11-02,Bond Debt Service  -- 1998A 2010 ,2010,Committed,-900511,-261024,T- 28
1299,Lincoln/Belmont/Ashland,North Side,2017-11-02,Estimated Incremental Property Tax Revenue ,2011,Committed,808746,547721,T- 28
1300,Lincoln/Belmont/Ashland,North Side,2017-11-02,Administrative Costs ,2011,Committed,-20520,527201,T- 28
1301,Lincoln/Belmont/Ashland,North Side,2017-11-02,Bond Debt Service  -- 1998B 2011 ,2011,Committed,-161150,366051,T- 28
1302,Lincoln/Belmont/Ashland,North Side,2017-11-02,Bond Debt Service  -- 1998A 2011 ,2011,Committed,-962511,-596460,T- 28
1303,Lincoln/Belmont/Ashland,North Side,2017-11-02,FY Beginning Cash Balance ,2009,Appropriated,2649525,2649525,T- 28
1304,Lincoln/Belmont/Ashland,North Side,2017-11-02,Lincoln Village Shopping Center Note Payment ,2009,Appropriated,-359655,2289870,T- 28
1305,Lincoln/Belmont/Ashland,North Side,2017-11-02,Acquisition @ 5900 N. Lincoln Ave. ,2009,Pending,-300000,1989870,T- 28
1306,Lincoln/Belmont/Ashland,North Side,2017-11-02,SBIF - release of remaining authorized amount ,2009,Pending,-500000,1489870,T- 28
1307,Lincoln/Belmont/Ashland,North Side,2017-11-02,Estimated Incremental Property Tax Revenue ,2010,Committed,2184009,3673880,T- 28
1308,Lincoln/Belmont/Ashland,North Side,2017-11-02,Administrative Costs ,2010,Committed,-45300,3628580,T- 28
1309,Lincoln/Belmont/Ashland,North Side,2017-11-02,Lincoln Village Shopping Center Note Payment ,2010,Committed,-386000,3242580,T- 28
1310,Lincoln/Belmont/Ashland,North Side,2017-11-02,Chaville Condominiums Payment I ,2010,Committed,-550000,2692580,T- 28
1311,Lincoln/Belmont/Ashland,North Side,2017-11-02,MSAC Ph.1 Debt Service 2010 - Lincoln Ave. share - Mather HS ,2010,Committed,-816670,1875910,T- 28
1312,Lincoln/Belmont/Ashland,North Side,2017-11-02,Estimated Incremental Property Tax Revenue ,2011,Committed,2184009,4059919,T- 28
1313,Lincoln/Belmont/Ashland,North Side,2017-11-02,Administrative Costs ,2011,Committed,-45300,4014619,T- 28
1314,Lincoln/Belmont/Ashland,North Side,2017-11-02,Lincoln Village Shopping Center Note Payment ,2011,Committed,-385817,3628802,T- 28
1315,Lincoln/Belmont/Ashland,North Side,2017-11-02,Chaville Condominiums Payment II ,2011,Committed,-550000,3078802,T- 28
1316,Lincoln/Belmont/Ashland,North Side,2017-11-02,MSAC Ph.1 Debt Service 2011 - Lincoln Ave. share - Mather HS ,2011,Committed,-946303,2132499,T- 28
1317,Little Village,West Side,2031-12-31,FY Beginning Cash Balance ,2009,Appropriated,582231,582231,T-152
1318,Little Village,West Side,2031-12-31,Port to Little Village East ,2009,Appropriated,-2500,579731,T-152
1319,Little Village,West Side,2031-12-31,GO Reimbursement for TIF Eligiblity Study ,2009,Committed,-150000,429731,T-152
1320,Little Village,West Side,2031-12-31,Demo Washburn school ,2009,Pending,0,429731,T-152
1321,Little Village,West Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,582200,1011931,T-152
1322,Little Village,West Side,2031-12-31,Administration ,2010,Committed,0,1011931,T-152
1323,Little Village,West Side,2031-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,582200,1594131,T-152
1324,Madden/Wells,South Side,2026-12-31,FY Beginning Cash Balance ,2009,Appropriated,778182,778182,T-126
1325,Madden/Wells,South Side,2026-12-31,Demolition reimbursement ,2009,Appropriated,-6800,771382,T-126
1326,Madden/Wells,South Side,2026-12-31,Community Reinvestment Fund Payment ,2009,Appropriated,-191030,580352,T-126
1327,Madden/Wells,South Side,2026-12-31,Oakwood Shores Phase 1B ,2009,Appropriated,-255266,325086,T-126
1328,Madden/Wells,South Side,2026-12-31,Port from 43rd/Cottage for acquisition ,2009,Committed,700000,1025086,T-126
1329,Madden/Wells,South Side,2026-12-31,Pre-acquisition ,2009,Committed,-10000,1015086,T-126
1330,Madden/Wells,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,396410,1411496,T-126
1331,Madden/Wells,South Side,2026-12-31,Administrative Costs ,2010,Committed,-5700,1405796,T-126
1332,Madden/Wells,South Side,2026-12-31,Mercy Oakwood  -- own PINs RDA payment ,2010,Committed,-200000,1205796,T-126
1333,Madden/Wells,South Side,2026-12-31,Oakwood Shores II  -- For sale ,2010,Pending,0,1205796,T-126
1334,Madden/Wells,South Side,2026-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,396410,1602206,T-126
1335,Madden/Wells,South Side,2026-12-31,Administrative Costs ,2011,Committed,-5700,1596506,T-126
1336,Madden/Wells,South Side,2026-12-31,Mercy Oakwood  -- own PINs RDA payment ,2011,Committed,-200000,1396506,T-126
1337,Madden/Wells,South Side,2026-12-31,Oakwood Shores II  -- For sale ,2011,Pending,0,1396506,T-126
1338,Madison/Austin,West Side,2023-12-31,FY Beginning Cash Balance ,2009,Appropriated,2411190,2411190,T- 75
1339,Madison/Austin,West Side,2023-12-31,Viaduct repairs: Corcaoran & Mayfield ,2009,Appropriated,-35248,2375942,T- 75
1340,Madison/Austin,West Side,2023-12-31,MOWD - job training in Ward 28 ,2009,Appropriated,-94000,2281942,T- 75
1341,Madison/Austin,West Side,2023-12-31,"Piggyback lighting: Madison, Hamlin to Pine ",2009,Appropriated,-330000,1951942,T- 75
1342,Madison/Austin,West Side,2023-12-31,Legler Library Repairs ,2009,Committed,-250000,1701942,T- 75
1343,Madison/Austin,West Side,2023-12-31,Port to Harrison/Central for 2009 Loretto Hospital room payment ,2009,Committed,-375000,1326942,T- 75
1344,Madison/Austin,West Side,2023-12-31,Payoff of Outstanding Bank Note Balance ,2009,Committed,-403051,923891,T- 75
1345,Madison/Austin,West Side,2023-12-31,"SBIF (750K auth., 250k remaining) ",2009,Committed,-500000,423891,T- 75
1346,Madison/Austin,West Side,2023-12-31,Estimated Incremental Property Tax Revenue ,2010,Committed,1758440,2182331,T- 75
1347,Madison/Austin,West Side,2023-12-31,Administrative Costs ,2010,Committed,-29500,2152831,T- 75
1348,Madison/Austin,West Side,2023-12-31,Lake and Waller Note 1 payment ,2010,Committed,-200000,1952831,T- 75
1349,Madison/Austin,West Side,2023-12-31,Port to Harrison/Central for 2010 Loretto Hospital room payment ,2010,Committed,-375000,1577831,T- 75
1350,Madison/Austin,West Side,2023-12-31,MSAC Ph.1 Debt Service 2010 - Madison/Austin share - Austin HS & DePriest ,2010,Committed,-632056,945775,T- 75
1351,Madison/Austin,West Side,2023-12-31,Land Disposition ,2010,Pending,-50000,895775,T- 75
1352,Madison/Austin,West Side,2023-12-31,Estimated Incremental Property Tax Revenue ,2011,Committed,1758440,2654215,T- 75
1353,Madison/Austin,West Side,2023-12-31,Administrative Costs ,2011,Committed,-29500,2624715,T- 75
1354,Madison/Austin,West Side,2023-12-31,Lake and Waller Note 1 Payment ,2011,Committed,-200000,2424715,T- 75
1355,Madison/Austin,West Side,2023-12-31,Port to Harrison/Central for 2011 Loretto Hospital room payment ,2011,Committed,-375000,2049715,T- 75
1356,Madison/Austin,West Side,2023-12-31,MSAC Ph.1 Debt Service 2010 - Madison/Austin share - Austin HS & DePriest ,2011,Committed,-771140,1278575,T- 75
1357,Madison/Austin,West Side,2023-12-31,Port from Midwest for Lake/Corocoran streetscaping ,2011,Pending,2280000,3558575,T- 75
1358,Madison/Austin,West Side,2023-12-31,Lake/Corcoran Streetscaping  -- with Midwest ported funds ,2011,Pending,-2280000,1278575,T- 75
1359,Michigan/Cermak,Central,2012-09-13,FY Beginning Cash Balance ,2009,Appropriated,946410,946410,T- 29
1360,Michigan/Cermak,Central,2012-09-13,"Luminary replacement: Wabash, Cermak to just south of 21st ",2009,Appropriated,-32000,914410,T- 29
1361,Michigan/Cermak,Central,2012-09-13,Demolition account increase ,2009,Appropriated,-42100,872310,T- 29
1362,Michigan/Cermak,Central,2012-09-13,"Arterial streets ADA ramps design & construction  (min = 21,700 for design) ",2009,Appropriated,-155500,716810,T- 29
1363,Michigan/Cermak,Central,2012-09-13,Teachers Academy Note Payment 2010 - port to 24th/Michigan TIF ,2009,Appropriated,-195000,521810,T- 29
1364,Michigan/Cermak,Central,2012-09-13,Teachers Academy Note Payment 2009 - port to 24th/Michigan TIF ,2009,Appropriated,-195000,326810,T- 29
1365,Michigan/Cermak,Central,2012-09-13,"Streetscape resurfacing- Michgain Ave, Roosevelt to 24th. ",2009,Committed,-240000,86810,T- 29
1366,Michigan/Cermak,Central,2012-09-13,Broadband Initiative ,2009,Pending,-41616,45194,T- 29
1367,Michigan/Cermak,Central,2012-09-13,Estimated Incremental Property Tax Revenue ,2010,Committed,694373,739567,T- 29
1368,Michigan/Cermak,Central,2012-09-13,Administrative Costs ,2010,Committed,-8800,730767,T- 29
1369,Michigan/Cermak,Central,2012-09-13,Estimated Incremental Property Tax Revenue ,2011,Committed,694373,1425140,T- 29
1370,Michigan/Cermak,Central,2012-09-13,Administrative Costs ,2011,Committed,-8800,1416340,T- 29
1371,Michigan/Cermak,Central,2012-09-13,Teachers Academy Note Payment 2011 - port to 24th/Michigan TIF ,2011,Committed,-195000,1221340,T- 29
